Time,X,Y,Z
117.640000,1000.000000,0.000000,0.000000
117.680000,1000.000000,0.000000,0.000000
117.680000,2000.000000,0.000000,0.000000
118.640000,2000.000000,0.000000,0.000000
118.640000,1000.000000,0.000000,0.000000
118.640000,1000.000000,0.000000,0.000000
118.640000,0,0,0
119.840000,0,0,0
119.880000,0,0,0
119.880000,0.000000,0.000000,1666.000000
119.920000,0.000000,0.000000,1666.000000
119.920000,0.000000,0.000000,3333.000000
121.200000,0.000000,0.000000,3333.000000
121.200000,0.000000,0.000000,1666.000000
121.200242,0.000000,0.000000,1666.000000
121.200242,0,0,0
122.400000,0,0,0
122.440000,0,0,0
122.440000,1664.000000,83.000000,0.000000
122.480000,1664.000000,83.000000,0.000000
122.480000,3329.000000,166.000000,0.000000
127.240000,3329.000000,166.000000,0.000000
127.240000,1664.000000,83.000000,0.000000
127.240242,1664.000000,83.000000,0.000000
127.240242,0,0,0
128.440000,0,0,0
128.480000,0,0,0
128.480000,0.000000,0.000000,1000.000000
128.520000,0.000000,0.000000,1000.000000
128.520000,0.000000,0.000000,2000.000000
128.560000,0.000000,0.000000,2000.000000
128.560000,0.000000,0.000000,4000.000000
129.600000,0.000000,0.000000,4000.000000
129.600000,0.000000,0.000000,2000.000000
129.640000,0.000000,0.000000,2000.000000
129.640000,0.000000,0.000000,1000.000000
129.640000,0.000000,0.000000,1000.000000
129.640000,0,0,0
130.840000,0,0,0
130.880000,0,0,0
130.880000,1000.000000,0.000000,0.000000
130.920000,1000.000000,0.000000,0.000000
130.920000,2000.000000,0.000000,0.000000
131.880000,2000.000000,0.000000,0.000000
131.880000,1000.000000,0.000000,0.000000
131.880000,1000.000000,0.000000,0.000000
131.880000,0,0,0
133.080000,0,0,0
133.120000,0,0,0
133.120000,1000.000000,0.000000,0.000000
133.160000,1000.000000,0.000000,0.000000
133.160000,2000.000000,0.000000,0.000000
139.120000,2000.000000,0.000000,0.000000
139.120000,1000.000000,0.000000,0.000000
139.120000,1000.000000,0.000000,0.000000
139.120000,0,0,0
140.320000,0,0,0
140.360000,0,0,0
140.360000,1000.000000,0.000000,0.000000
140.400000,1000.000000,0.000000,0.000000
140.400000,2000.000000,0.000000,0.000000
141.360000,2000.000000,0.000000,0.000000
141.360000,1000.000000,0.000000,0.000000
141.360000,1000.000000,0.000000,0.000000
141.360000,0,0,0
142.560000,0,0,0
142.600000,0,0,0
142.600000,0.000000,0.000000,1666.000000
142.640000,0.000000,0.000000,1666.000000
142.640000,0.000000,0.000000,3333.000000
143.920000,0.000000,0.000000,3333.000000
143.920000,0.000000,0.000000,1666.000000
143.920242,0.000000,0.000000,1666.000000
143.920242,0,0,0
145.120000,0,0,0
145.160000,0,0,0
145.160000,1664.000000,83.000000,0.000000
145.200000,1664.000000,83.000000,0.000000
145.200000,3329.000000,166.000000,0.000000
149.960000,3329.000000,166.000000,0.000000
149.960000,1664.000000,83.000000,0.000000
149.960242,1664.000000,83.000000,0.000000
149.960242,0,0,0
151.160000,0,0,0
151.200000,0,0,0
151.200000,0.000000,0.000000,1000.000000
151.240000,0.000000,0.000000,1000.000000
151.240000,0.000000,0.000000,2000.000000
151.280000,0.000000,0.000000,2000.000000
151.280000,0.000000,0.000000,4000.000000
152.320000,0.000000,0.000000,4000.000000
152.320000,0.000000,0.000000,2000.000000
152.360000,0.000000,0.000000,2000.000000
152.360000,0.000000,0.000000,1000.000000
152.360000,0.000000,0.000000,1000.000000
152.360000,0,0,0
153.560000,0,0,0
153.600000,0,0,0
153.600000,1000.000000,0.000000,0.000000
153.640000,1000.000000,0.000000,0.000000
153.640000,2000.000000,0.000000,0.000000
154.600000,2000.000000,0.000000,0.000000
154.600000,1000.000000,0.000000,0.000000
154.600000,1000.000000,0.000000,0.000000
154.600000,0,0,0
155.800000,0,0,0
155.840000,0,0,0
155.840000,1000.000000,0.000000,0.000000
155.880000,1000.000000,0.000000,0.000000
155.880000,2000.000000,0.000000,0.000000
161.840000,2000.000000,0.000000,0.000000
161.840000,1000.000000,0.000000,0.000000
161.840000,1000.000000,0.000000,0.000000
161.840000,0,0,0
163.040000,0,0,0
163.080000,0,0,0
163.080000,1000.000000,0.000000,0.000000
163.120000,1000.000000,0.000000,0.000000
163.120000,2000.000000,0.000000,0.000000
164.080000,2000.000000,0.000000,0.000000
164.080000,1000.000000,0.000000,0.000000
164.080000,1000.000000,0.000000,0.000000
164.080000,0,0,0
165.280000,0,0,0
165.320000,0,0,0
165.320000,0.000000,0.000000,1666.000000
165.360000,0.000000,0.000000,1666.000000
165.360000,0.000000,0.000000,3333.000000
166.640000,0.000000,0.000000,3333.000000
166.640000,0.000000,0.000000,1666.000000
166.640242,0.000000,0.000000,1666.000000
166.640242,0,0,0
167.840000,0,0,0
167.880000,0,0,0
167.880000,1664.000000,83.000000,0.000000
167.920000,1664.000000,83.000000,0.000000
167.920000,3329.000000,166.000000,0.000000
172.680000,3329.000000,166.000000,0.000000
172.680000,1664.000000,83.000000,0.000000
172.680242,1664.000000,83.000000,0.000000
172.680242,0,0,0
173.880000,0,0,0
173.920000,0,0,0
173.920000,0.000000,0.000000,1000.000000
173.960000,0.000000,0.000000,1000.000000
173.960000,0.000000,0.000000,2000.000000
174.000000,0.000000,0.000000,2000.000000
174.000000,0.000000,0.000000,4000.000000
175.040000,0.000000,0.000000,4000.000000
175.040000,0.000000,0.000000,2000.000000
175.080000,0.000000,0.000000,2000.000000
175.080000,0.000000,0.000000,1000.000000
175.080000,0.000000,0.000000,1000.000000
175.080000,0,0,0
176.280000,0,0,0
176.320000,0,0,0
176.320000,1000.000000,0.000000,0.000000
176.360000,1000.000000,0.000000,0.000000
176.360000,2000.000000,0.000000,0.000000
177.320000,2000.000000,0.000000,0.000000
177.320000,1000.000000,0.000000,0.000000
177.320000,1000.000000,0.000000,0.000000
177.320000,0,0,0
178.520000,0,0,0
178.560000,0,0,0
178.560000,1000.000000,0.000000,0.000000
178.600000,1000.000000,0.000000,0.000000
178.600000,2000.000000,0.000000,0.000000
184.560000,2000.000000,0.000000,0.000000
184.560000,1000.000000,0.000000,0.000000
184.560000,1000.000000,0.000000,0.000000
184.560000,0,0,0
185.760000,0,0,0
185.800000,0,0,0
185.800000,1000.000000,0.000000,0.000000
185.840000,1000.000000,0.000000,0.000000
185.840000,2000.000000,0.000000,0.000000
186.800000,2000.000000,0.000000,0.000000
186.800000,1000.000000,0.000000,0.000000
186.800000,1000.000000,0.000000,0.000000
186.800000,0,0,0
188.000000,0,0,0
188.040000,0,0,0
188.040000,0.000000,0.000000,1666.000000
188.080000,0.000000,0.000000,1666.000000
188.080000,0.000000,0.000000,3333.000000
189.360000,0.000000,0.000000,3333.000000
189.360000,0.000000,0.000000,1666.000000
189.360242,0.000000,0.000000,1666.000000
189.360242,0,0,0
190.560000,0,0,0
190.600000,0,0,0
190.600000,1664.000000,83.000000,0.000000
190.640000,1664.000000,83.000000,0.000000
190.640000,3329.000000,166.000000,0.000000
195.400000,3329.000000,166.000000,0.000000
195.400000,1664.000000,83.000000,0.000000
195.400242,1664.000000,83.000000,0.000000
195.400242,0,0,0
196.600000,0,0,0
196.640000,0,0,0
196.640000,0.000000,0.000000,1000.000000
196.680000,0.000000,0.000000,1000.000000
196.680000,0.000000,0.000000,2000.000000
196.720000,0.000000,0.000000,2000.000000
196.720000,0.000000,0.000000,4000.000000
197.760000,0.000000,0.000000,4000.000000
197.760000,0.000000,0.000000,2000.000000
197.800000,0.000000,0.000000,2000.000000
197.800000,0.000000,0.000000,1000.000000
197.800000,0.000000,0.000000,1000.000000
197.800000,0,0,0
199.000000,0,0,0
199.040000,0,0,0
199.040000,1000.000000,0.000000,0.000000
199.080000,1000.000000,0.000000,0.000000
199.080000,2000.000000,0.000000,0.000000
200.040000,2000.000000,0.000000,0.000000
200.040000,1000.000000,0.000000,0.000000
200.040000,1000.000000,0.000000,0.000000
200.040000,0,0,0
201.240000,0,0,0
201.280000,0,0,0
201.280000,1000.000000,0.000000,0.000000
201.320000,1000.000000,0.000000,0.000000
201.320000,2000.000000,0.000000,0.000000
207.280000,2000.000000,0.000000,0.000000
207.280000,1000.000000,0.000000,0.000000
207.280000,1000.000000,0.000000,0.000000
207.280000,0,0,0
208.480000,0,0,0
208.520000,0,0,0
208.520000,1000.000000,0.000000,0.000000
208.560000,1000.000000,0.000000,0.000000
208.560000,2000.000000,0.000000,0.000000
209.520000,2000.000000,0.000000,0.000000
209.520000,1000.000000,0.000000,0.000000
209.520000,1000.000000,0.000000,0.000000
209.520000,0,0,0
210.720000,0,0,0
210.760000,0,0,0
210.760000,0.000000,0.000000,1666.000000
210.800000,0.000000,0.000000,1666.000000
210.800000,0.000000,0.000000,3333.000000
212.080000,0.000000,0.000000,3333.000000
212.080000,0.000000,0.000000,1666.000000
212.080242,0.000000,0.000000,1666.000000
212.080242,0,0,0
213.280000,0,0,0
213.320000,0,0,0
213.320000,1664.000000,83.000000,0.000000
213.360000,1664.000000,83.000000,0.000000
213.360000,3329.000000,166.000000,0.000000
218.120000,3329.000000,166.000000,0.000000
218.120000,1664.000000,83.000000,0.000000
218.120242,1664.000000,83.000000,0.000000
218.120242,0,0,0
219.320000,0,0,0
219.360000,0,0,0
219.360000,0.000000,0.000000,1000.000000
219.400000,0.000000,0.000000,1000.000000
219.400000,0.000000,0.000000,2000.000000
219.440000,0.000000,0.000000,2000.000000
219.440000,0.000000,0.000000,4000.000000
220.480000,0.000000,0.000000,4000.000000
220.480000,0.000000,0.000000,2000.000000
220.520000,0.000000,0.000000,2000.000000
220.520000,0.000000,0.000000,1000.000000
220.520000,0.000000,0.000000,1000.000000
220.520000,0,0,0
221.720000,0,0,0
221.760000,0,0,0
221.760000,1000.000000,0.000000,0.000000
221.800000,1000.000000,0.000000,0.000000
221.800000,2000.000000,0.000000,0.000000
222.760000,2000.000000,0.000000,0.000000
222.760000,1000.000000,0.000000,0.000000
222.760000,1000.000000,0.000000,0.000000
222.760000,0,0,0
223.960000,0,0,0
224.000000,0,0,0
224.000000,1000.000000,0.000000,0.000000
224.040000,1000.000000,0.000000,0.000000
224.040000,2000.000000,0.000000,0.000000
230.000000,2000.000000,0.000000,0.000000
230.000000,1000.000000,0.000000,0.000000
230.000000,1000.000000,0.000000,0.000000
230.000000,0,0,0
231.200000,0,0,0
231.240000,0,0,0
231.240000,1000.000000,0.000000,0.000000
231.280000,1000.000000,0.000000,0.000000
231.280000,2000.000000,0.000000,0.000000
232.240000,2000.000000,0.000000,0.000000
232.240000,1000.000000,0.000000,0.000000
232.240000,1000.000000,0.000000,0.000000
232.240000,0,0,0
233.440000,0,0,0
233.480000,0,0,0
233.480000,0.000000,0.000000,1666.000000
233.520000,0.000000,0.000000,1666.000000
233.520000,0.000000,0.000000,3333.000000
234.800000,0.000000,0.000000,3333.000000
234.800000,0.000000,0.000000,1666.000000
234.800242,0.000000,0.000000,1666.000000
234.800242,0,0,0
236.000000,0,0,0
236.040000,0,0,0
236.040000,1664.000000,83.000000,0.000000
236.080000,1664.000000,83.000000,0.000000
236.080000,3329.000000,166.000000,0.000000
240.840000,3329.000000,166.000000,0.000000
240.840000,1664.000000,83.000000,0.000000
240.840242,1664.000000,83.000000,0.000000
240.840242,0,0,0
242.040000,0,0,0
242.080000,0,0,0
242.080000,0.000000,0.000000,1000.000000
242.120000,0.000000,0.000000,1000.000000
242.120000,0.000000,0.000000,2000.000000
242.160000,0.000000,0.000000,2000.000000
242.160000,0.000000,0.000000,4000.000000
243.200000,0.000000,0.000000,4000.000000
243.200000,0.000000,0.000000,2000.000000
243.240000,0.000000,0.000000,2000.000000
243.240000,0.000000,0.000000,1000.000000
243.240000,0.000000,0.000000,1000.000000
243.240000,0,0,0
244.440000,0,0,0
244.480000,0,0,0
244.480000,1000.000000,0.000000,0.000000
244.520000,1000.000000,0.000000,0.000000
244.520000,2000.000000,0.000000,0.000000
245.480000,2000.000000,0.000000,0.000000
245.480000,1000.000000,0.000000,0.000000
245.480000,1000.000000,0.000000,0.000000
245.480000,0,0,0
246.680000,0,0,0
246.720000,0,0,0
246.720000,1000.000000,0.000000,0.000000
246.760000,1000.000000,0.000000,0.000000
246.760000,2000.000000,0.000000,0.000000
252.720000,2000.000000,0.000000,0.000000
252.720000,1000.000000,0.000000,0.000000
252.720000,1000.000000,0.000000,0.000000
252.720000,0,0,0
253.920000,0,0,0
253.960000,0,0,0
253.960000,1000.000000,0.000000,0.000000
254.000000,1000.000000,0.000000,0.000000
254.000000,2000.000000,0.000000,0.000000
254.960000,2000.000000,0.000000,0.000000
254.960000,1000.000000,0.000000,0.000000
254.960000,1000.000000,0.000000,0.000000
254.960000,0,0,0
256.160000,0,0,0
256.200000,0,0,0
256.200000,0.000000,0.000000,1666.000000
256.240000,0.000000,0.000000,1666.000000
256.240000,0.000000,0.000000,3333.000000
257.520000,0.000000,0.000000,3333.000000
257.520000,0.000000,0.000000,1666.000000
257.520242,0.000000,0.000000,1666.000000
257.520242,0,0,0
258.720000,0,0,0
258.760000,0,0,0
258.760000,1664.000000,83.000000,0.000000
258.800000,1664.000000,83.000000,0.000000
258.800000,3329.000000,166.000000,0.000000
263.560000,3329.000000,166.000000,0.000000
263.560000,1664.000000,83.000000,0.000000
263.560242,1664.000000,83.000000,0.000000
263.560242,0,0,0
264.760000,0,0,0
264.800000,0,0,0
264.800000,0.000000,0.000000,1000.000000
264.840000,0.000000,0.000000,1000.000000
264.840000,0.000000,0.000000,2000.000000
264.880000,0.000000,0.000000,2000.000000
264.880000,0.000000,0.000000,4000.000000
265.920000,0.000000,0.000000,4000.000000
265.920000,0.000000,0.000000,2000.000000
265.960000,0.000000,0.000000,2000.000000
265.960000,0.000000,0.000000,1000.000000
265.960000,0.000000,0.000000,1000.000000
265.960000,0,0,0
267.160000,0,0,0
267.200000,0,0,0
267.200000,1000.000000,0.000000,0.000000
267.240000,1000.000000,0.000000,0.000000
267.240000,2000.000000,0.000000,0.000000
268.200000,2000.000000,0.000000,0.000000
268.200000,1000.000000,0.000000,0.000000
268.200000,1000.000000,0.000000,0.000000
268.200000,0,0,0
269.400000,0,0,0
269.440000,0,0,0
269.440000,1000.000000,0.000000,0.000000
269.480000,1000.000000,0.000000,0.000000
269.480000,2000.000000,0.000000,0.000000
275.440000,2000.000000,0.000000,0.000000
275.440000,1000.000000,0.000000,0.000000
275.440000,1000.000000,0.000000,0.000000
275.440000,0,0,0
276.640000,0,0,0
276.680000,0,0,0
276.680000,1000.000000,0.000000,0.000000
276.720000,1000.000000,0.000000,0.000000
276.720000,2000.000000,0.000000,0.000000
277.680000,2000.000000,0.000000,0.000000
277.680000,1000.000000,0.000000,0.000000
277.680000,1000.000000,0.000000,0.000000
277.680000,0,0,0
278.880000,0,0,0
278.920000,0,0,0
278.920000,0.000000,0.000000,1666.000000
278.960000,0.000000,0.000000,1666.000000
278.960000,0.000000,0.000000,3333.000000
280.240000,0.000000,0.000000,3333.000000
280.240000,0.000000,0.000000,1666.000000
280.240242,0.000000,0.000000,1666.000000
280.240242,0,0,0
281.440000,0,0,0
281.480000,0,0,0
281.480000,1664.000000,83.000000,0.000000
281.520000,1664.000000,83.000000,0.000000
281.520000,3329.000000,166.000000,0.000000
286.280000,3329.000000,166.000000,0.000000
286.280000,1664.000000,83.000000,0.000000
286.280242,1664.000000,83.000000,0.000000
286.280242,0,0,0
287.480000,0,0,0
287.520000,0,0,0
287.520000,0.000000,0.000000,1000.000000
287.560000,0.000000,0.000000,1000.000000
287.560000,0.000000,0.000000,2000.000000
287.600000,0.000000,0.000000,2000.000000
287.600000,0.000000,0.000000,4000.000000
288.640000,0.000000,0.000000,4000.000000
288.640000,0.000000,0.000000,2000.000000
288.680000,0.000000,0.000000,2000.000000
288.680000,0.000000,0.000000,1000.000000
288.680000,0.000000,0.000000,1000.000000
288.680000,0,0,0
289.880000,0,0,0
289.920000,0,0,0
289.920000,1000.000000,0.000000,0.000000
289.960000,1000.000000,0.000000,0.000000
289.960000,2000.000000,0.000000,0.000000
290.920000,2000.000000,0.000000,0.000000
290.920000,1000.000000,0.000000,0.000000
290.920000,1000.000000,0.000000,0.000000
290.920000,0,0,0
292.120000,0,0,0
292.160000,0,0,0
292.160000,1000.000000,0.000000,0.000000
292.200000,1000.000000,0.000000,0.000000
292.200000,2000.000000,0.000000,0.000000
298.160000,2000.000000,0.000000,0.000000
298.160000,1000.000000,0.000000,0.000000
298.160000,1000.000000,0.000000,0.000000
298.160000,0,0,0
299.360000,0,0,0
299.400000,0,0,0
299.400000,1000.000000,0.000000,0.000000
299.440000,1000.000000,0.000000,0.000000
299.440000,2000.000000,0.000000,0.000000
300.400000,2000.000000,0.000000,0.000000
300.400000,1000.000000,0.000000,0.000000
300.400000,1000.000000,0.000000,0.000000
300.400000,0,0,0
301.600000,0,0,0
301.640000,0,0,0
301.640000,0.000000,0.000000,1666.000000
301.680000,0.000000,0.000000,1666.000000
301.680000,0.000000,0.000000,3333.000000
302.960000,0.000000,0.000000,3333.000000
302.960000,0.000000,0.000000,1666.000000
302.960242,0.000000,0.000000,1666.000000
302.960242,0,0,0
304.160000,0,0,0
304.200000,0,0,0
304.200000,1664.000000,83.000000,0.000000
304.240000,1664.000000,83.000000,0.000000
304.240000,3329.000000,166.000000,0.000000
309.000000,3329.000000,166.000000,0.000000
309.000000,1664.000000,83.000000,0.000000
309.000242,1664.000000,83.000000,0.000000
309.000242,0,0,0
310.200000,0,0,0
